name,geoid,geometry
"Jackson, MI",27100,"list(list(c(-84.718493, -84.364783, -84.140713, -84.131136, -84.131963, -84.363297, -84.709556, -84.716949, -84.718493, 42.42152, 42.422147, 42.424611, 42.424567, 42.071577, 42.073456, 42.070366, 42.246918, 42.42152)))"
"Susanville, CA",45000,"list(list(c(-121.331786, -120.882641, -120.309952, -119.999866, -119.999358, -119.995926, -119.997634, -120.001319, -120.015734, -120.147149, -120.14658, -120.110627, -120.108761, -120.201264, -120.209641, -120.246788, -120.341385, -120.436371, -120.454331, -120.576825, -120.622796, -120.652158, -120.764403, -120.796, -120.871782, -120.87183, -120.928582, -120.946188, -121.003732, -121.061493, -121.061417, -121.327826, -121.32298, -121.319976, -121.331214, -121.331786, 41.183886, 41.18401, 41.184115, 
41.183974, 40.873101, 40.499901, 39.956505, 39.72242, 39.708721, 39.707658, 39.736406, 39.765779, 39.93951, 40.013474, 40.086008, 40.107885, 40.115243, 40.169563, 40.205751, 40.28543, 40.28571, 40.307656, 40.31601, 40.277726, 40.24164, 40.199397, 40.191931, 40.220808, 40.220975, 40.256417, 40.446536, 40.445367, 40.497589, 40.905886, 40.920698, 41.183886)))"
"Zanesville, OH",49780,"list(list(c(-82.187105, -81.716276, -81.728611, -81.691104, -81.694146, -81.697442, -82.076639, -82.072934, -82.170047, -82.162372, -82.233974, -82.198772, -82.187105, 40.16688, 40.152166, 39.931728, 39.930756, 39.842636, 39.755572, 39.77096, 39.816227, 39.82075, 39.909374, 39.91326, 39.95014, 40.16688)))"
"Quincy, IL-MO",39500,"list(list(c(-91.950812, -91.500154, -91.5050369, -90.911969, -90.917031, -90.916071, -91.365125, -91.377971, -91.429519, -91.447844, -91.420878, -91.4354775, -91.840353, -91.952726, -91.947241, -91.950812, 40.25721, 40.248862, 40.1999251, 40.193088, 39.902205, 39.757168, 39.758723, 39.811273, 39.837801, 39.877951, 39.914865, 39.9452779, 39.948235, 39.949426, 40.213799, 40.25721)))"
"Wooster, OH",49300,"list(list(c(-82.129334, -81.688491, -81.647689, -81.647735, -81.650045, -82.126199, -82.12501, -82.129334, 40.991807, 40.98859, 40.988563, 40.914016, 40.668117, 40.668229, 40.886263, 40.991807)))"
"Cambridge, OH",15740,"list(list(c(-81.716276, -81.670899, -81.66759, -81.622683, -81.338057, -81.339565, -81.225924, -81.234053, -81.386006, -81.386809, -81.46275, -81.464108, -81.57859, -81.580313, -81.694146, -81.691104, -81.728611, -81.716276, 40.152166, 40.150976, 40.222468, 40.221308, 40.214253, 40.171999, 40.170075, 39.95127, 39.950694, 39.921518, 39.9235, 39.89455, 39.897683, 39.839104, 39.842636, 39.930756, 39.931728, 40.152166)))"
"Lawrenceburg, TN",29980,"list(list(c(-87.294534, -87.206578, -87.21412, -87.216557, -87.204969, -87.224707, -87.2240532, -87.6061784, -87.588833, -87.590376, -87.577796, -87.575352, -87.44882, -87.448485, -87.325796, -87.294534, 35.444676, 35.433207, 35.392038, 35.198642, 35.152342, 35.048883, 34.9993267, 35.0036421, 35.058431, 35.142756, 35.1594, 35.398454, 35.420622, 35.457844, 35.456415, 35.444676)))"
"Dixon, IL",19940,"list(list(c(-89.62933, -89.481335, -89.472552, -89.360682, -88.941279, -88.938618, -89.1672, -89.166561, -89.631494, -89.62933, 41.901617, 41.902241, 41.911939, 41.88807, 41.891752, 41.628319, 41.628707, 41.585289, 41.584949, 41.901617)))"
"Durham-Chapel Hill, NC",20500,"list(list(c(-79.542428, -79.237316, -79.264027, -79.257952, -79.153997, -79.1383312, -78.796271, -78.80469, -78.751273, -78.753611, -78.699847, -78.717014, -78.75914, -78.804836, -78.829777, -78.906071, -78.909416, -78.995059, -78.914734, -78.96964, -79.045615, -79.053069, -79.115842, -79.148496, -79.187954, -79.275541, -79.350094, -79.555804, -79.542428, 35.843303, 35.844247, 35.914114, 36.243445, 36.241875, 36.5417381, 36.541713, 36.094551, 36.070834, 36.031384, 36.011427, 35.961265, 35.918401, 
35.927552, 35.867434, 35.868096, 35.843001, 35.610135, 35.583672, 35.521669, 35.568383, 35.59655, 35.627595, 35.618749, 35.579437, 35.531779, 35.517968, 35.515039, 35.843303)))"
"Alpena, MI",10980,"list(list(c(-83.890439, -83.880234, -83.881223, -83.388467, -83.359895, -83.321814, -83.271506, -83.340257, -83.3771, -83.453363, -83.443718, -83.39396, -83.320503, -83.321455, -83.888484, -83.890439, 45.03047, 45.030611, 45.202071, 45.207108, 45.16302, 45.137749, 45.023417, 45.041545, 45.076045, 45.035331, 44.952247, 44.903056, 44.880571, 44.858487, 44.856458, 45.03047)))"
"McAllen-Edinburg-Mission, TX",32580,"list(list(c(-98.32067, -97.985494, -97.985303, -97.957405, -97.984367, -98.004189, -97.862227, -97.861875, -97.8617592, -97.913882, -98.028759, -98.039239, -98.105505, -98.1430759, -98.177534, -98.248806, -98.323828, -98.334725, -98.3862127, -98.440251, -98.576188, -98.5866993, -98.428868, -98.32067, 26.783081, 26.780917, 26.615809, 26.611769, 26.536578, 26.448784, 26.433579, 26.348156, 26.0697493, 26.056539, 26.06647, 26.041275, 26.067537, 26.0518387, 26.075023, 26.073101, 26.121249, 26.165559, 
26.1577994, 26.219442, 26.235221, 26.2575704, 26.565239, 26.783081)))"
"Lawton, OK",30020,"list(list(c(-98.092645, -98.089098, -98.141799, -98.139226, -98.1389788, -98.16912, -98.231042, -98.300209, -98.364023, -98.398389, -98.486328, -98.610158, -98.60966, -98.662004, -98.661982, -98.82607, -98.826124, -98.62534, -98.092645, 34.854919, 34.681119, 34.681158, 34.289775, 34.1418054, 34.114171, 34.134023, 34.134579, 34.157109, 34.104566, 34.062598, 34.1570987, 34.33372, 34.333431, 34.50746, 34.50737, 34.855466, 34.854796, 34.854919)))"
"Dubuque, IA",20220,"list(list(c(-90.8968979, -90.720209, -90.661527, -90.642843, -90.654027, -90.570736, -90.502285, -90.665029, -90.665551, -90.89802, -91.130079, -91.132766, -90.897415, -90.8968979, 42.6752622, 42.640758, 42.567999, 42.508481, 42.478503, 42.441701, 42.381997, 42.382155, 42.294699, 42.295236, 42.295761, 42.645844, 42.645714, 42.6752622)))"
"Port St. Lucie, FL",38940,"list(list(c(-80.679821, -80.3212712, -80.261462, -80.16147, -80.159554, -80.093909, -80.0799488, -80.142007, -80.618063, -80.885639, -80.677427, -80.679821, 27.55847, 27.5573778, 27.394353, 27.192814, 27.163325, 27.018587, 26.970517, 26.95664, 26.957833, 26.958919, 27.121619, 27.55847)))"
"Carlsbad-Artesia, NM",16100,"list(list(c(-104.851524, -104.842171, -104.841576, -104.354022, -103.814507, -103.814216, -103.722938, -103.722882, -103.980179, -104.024521, -104.531756, -104.84774, -104.851279, -104.851524, 32.520541, 32.52054, 32.963213, 32.964461, 32.965114, 32.522368, 32.522344, 32.0002084, 32.000125, 32.00001, 32.000117, 32.0004824, 32.253489, 32.520541)))"
"Gardnerville Ranchos, NV",23820,"list(list(c(-120.0034024, -119.761213, -119.752116, -119.55102, -119.311714, -119.310702, -119.401648, -119.420837, -119.421778, -119.403908, -119.406279, -119.349884, -119.347812, -119.329262, -119.3284112, -119.904315, -120.001014, -120.0034024, 39.1126871, 39.114009, 39.084904, 39.085791, 39.083615, 38.990719, 38.983323, 38.954715, 38.82331, 38.809111, 38.733362, 38.729193, 38.64852, 38.648471, 38.5347734, 38.933324, 38.999574, 39.1126871)))"
"Jonesboro, AR",27860,"list(list(c(-90.852064, -90.387378, -90.37789, -90.288947, -90.286707, -90.286899, -90.502429, -90.610753, -90.931248, -91.03923, -91.036793, -91.032499, -90.872785, -90.872175, -90.852064, 35.968092, 35.964708, 35.995683, 35.9964181, 35.816185, 35.438573, 35.441726, 35.448769, 35.441829, 35.444717, 35.723153, 35.88507, 35.88087, 35.9244, 35.968092)))"
"Stevens Point, WI",44620,"list(list(c(-89.844931, -89.489905, -89.223745, -89.224813, -89.482232, -89.724746, -89.726725, -89.844546, -89.844931, 44.684945, 44.685847, 44.681365, 44.243393, 44.243991, 44.247678, 44.511192, 44.511503, 44.684945)))"
"Fond du Lac, WI",22540,"list(list(c(-88.885697, -88.403195, -88.404187, -88.161654, -88.162274, -88.160873, -88.400426, -88.401041, -88.886052, -88.885697, 43.895184, 43.892977, 43.9382, 43.937683, 43.891511, 43.542943, 43.543532, 43.630933, 43.63354, 43.895184)))"
"South Bend-Mishawaka, IN-MI",43780,"list(list(c(-86.5242229, -86.2260969, -86.22294, -85.762943, -85.760186, -85.7913348, -86.062575, -86.059451, -86.467108, -86.466603, -86.524711, -86.52494, -86.486433, -86.487567, -86.526682, -86.5242229, 41.7594561, 41.7600161, 42.071484, 42.069327, 41.798814, 41.7590512, 41.7605284, 41.479154, 41.476459, 41.432968, 41.432886, 41.519675, 41.570545, 41.649325, 41.65044, 41.7594561)))"
"Mountain Home, AR",34260,"list(list(c(-92.594782, -92.533175, -92.5291281, -92.1502951, -92.159885, -92.2139, -92.195676, -92.197649, -92.304951, -92.30722, -92.414324, -92.409175, -92.480306, -92.471298, -92.520581, -92.53477, -92.594782, 36.356353, 36.386563, 36.4986089, 36.4986337, 36.173782, 36.1751, 36.132368, 36.059287, 36.06108, 35.974022, 35.975865, 36.134684, 36.19937, 36.255938, 36.268824, 36.350916, 36.356353)))"
"Amsterdam, NY",11220,"list(list(c(-74.759895, -74.542367, -74.097467, -74.083883, -74.256829, -74.289446, -74.454911, -74.562477, -74.648298, -74.763303, -74.740093, -74.759895, 43.047423, 42.98553, 42.982934, 42.897354, 42.812214, 42.783805, 42.772979, 42.812916, 42.829558, 42.863237, 42.998315, 43.047423)))"
"Hillsdale, MI",25880,"list(list(c(-84.826491, -84.709556, -84.363297, -84.3604163, -84.3995471, -84.805972, -84.8251299, -84.826491, 42.072468, 42.070366, 42.073456, 41.7066246, 41.7058604, 41.696118, 41.7599907, 42.072468)))"
"Las Cruces, NM",29740,"list(list(c(-107.299631, -107.299476, -106.887733, -106.887891, -106.340515, -106.340709, -106.376585, -106.376753, -106.3771798, -106.618486, -106.623933, -106.645296, -106.635926, -106.577244, -106.528242, -107.00056, -107.2967937, -107.298743, -107.29805, -107.299631, 32.60537, 32.7801, 32.779273, 32.822781, 33.052777, 32.958382, 32.95805, 32.561448, 32.0011777, 32.000495, 31.925335, 31.894859, 31.866235, 31.810406, 31.783148, 31.783513, 31.783762, 32.082348, 32.493351, 32.60537)))"
"Cordele, GA",18380,"list(list(c(-83.961278, -83.609663, -83.612642, -83.802723, -83.855653, -83.924617, -83.922494, -83.924902, -83.961278, 32.030595, 32.027938, 31.804128, 31.803579, 31.836833, 31.84837, 31.909653, 31.947725, 32.030595)))"
"Sierra Vista-Douglas, AZ",43420,"list(list(c(-110.451736, -110.451412, -110.448089, -110.451503, -109.927385, -109.43202, -109.113987, -109.047612, -109.048286, -109.049112, -109.050044, -109.5451156, -110.000613, -110.460172, -110.460564, -110.451736, 31.731267, 32.079718, 32.137591, 32.427354, 32.427478, 32.427573, 32.426177, 32.426377, 32.089114, 31.636598, 31.332502, 31.3340112, 31.333145, 31.332827, 31.614037, 31.731267)))"
"Pella, IA",37800,"list(list(c(-93.328614, -92.871421, -92.869771, -93.327886, -93.328614, 41.507824, 41.508522, 41.161066, 41.160659, 41.507824)))"
"Kankakee, IL",28100,"list(list(c(-88.251501, -88.244144, -88.01181, -88.013919, -87.5267289, -87.5263438, -88.131935, -88.2473, -88.251501, 41.114218, 41.201566, 41.205508, 41.292447, 41.298052, 41.0103386, 40.997777, 40.99456, 41.114218)))"
"Columbus, NE",18100,"list(list(c(-97.830493, -97.252425, -97.252554, -97.364727, -97.450149, -97.522412, -97.598253, -97.598461, -97.703765, -97.703627, -97.829846, -97.830493, 41.742238, 41.743085, 41.395197, 41.397371, 41.36878, 41.361934, 41.333119, 41.395068, 41.394876, 41.526796, 41.526174, 41.742238)))"
"Moberly, MO",33620,"list(list(c(-92.310028, -92.314471, -92.430229, -92.707367, -92.696592, -92.300871, -92.310028, 39.347795, 39.246454, 39.248795, 39.321614, 39.610371, 39.605348, 39.347795)))"
"Spirit Lake, IA",44020,"list(list(c(-94.913723, -95.388078, -95.3877871, -94.9146338, -94.913723, 43.255054, 43.255221, 43.5002402, 43.50045, 43.255054)))"
"Pittsfield, MA",38340,"list(list(c(-73.352527, -73.264957, -73.023015, -73.023709, -72.949742, -72.951039, -72.975409, -72.968583, -73.011683, -73.065772, -73.062886, -73.000173, -73.004294, -73.034916, -73.073087, -73.0532881, -73.432812, -73.487314, -73.496879, -73.508142, -73.352527, 42.510002, 42.74594, 42.7411352, 42.70269, 42.705103, 42.641006, 42.556037, 42.540012, 42.379683, 42.389111, 42.328951, 42.312678, 42.251347, 42.143682, 42.094213, 42.039862, 42.050587, 42.049638, 42.049675, 42.086257, 42.510002)))"
"Pottsville, PA",39060,"list(list(c(-76.380152, -76.30717, -76.284611, -76.207827, -76.028511, -75.997348, -75.886037, -75.757807, -75.891473, -75.993212, -76.012226, -76.042524, -76.171624, -76.256008, -76.338228, -76.440181, -76.535414, -76.701624, -76.380152, 40.775511, 40.801809, 40.883588, 40.94974, 40.902077, 40.912985, 40.816267, 40.735414, 40.67727, 40.639712, 40.577713, 40.583951, 40.534947, 40.517067, 40.515536, 40.495952, 40.555157, 40.658082, 40.775511)))"
"Reading, PA",39740,"list(list(c(-75.891473, -75.529694, -75.695949, -75.873375, -76.151215, -76.440181, -76.338228, -76.256008, -76.171624, -76.042524, -76.012226, -75.993212, -75.891473, 40.67727, 40.446995, 40.242365, 40.137107, 40.315971, 40.495952, 40.515536, 40.517067, 40.534947, 40.583951, 40.577713, 40.639712, 40.67727)))"
"The Villages, FL",45540,"list(list(c(-82.311697, -81.95419, -81.954072, -81.957641, -81.957805, -82.025474, -82.055819, -82.054469, -82.091921, -82.138025, -82.165153, -82.22165, -82.260697, -82.263052, -82.249207, -82.170848, -82.182602, -82.273585, -82.311697, 28.960391, 28.960053, 28.580684, 28.34518, 28.308888, 28.322871, 28.312794, 28.521367, 28.52325, 28.565516, 28.564109, 28.593239, 28.636738, 28.667634, 28.717393, 28.79019, 28.821785, 28.897216, 28.960391)))"
"Reno, NV",39900,"list(list(c(-120.0053156, -120.0031173, -120.001319, -119.997634, -119.995926, -119.999358, -119.999866, -119.99828, -119.999234, -119.876054, -119.3241826, -119.327027, -119.323955, -119.304635, -119.305713, -119.331068, -119.329791, -119.309598, -119.313037, -119.338504, -119.339296, -119.225176, -119.226139, -119.208628, -119.208543, -119.170899, -119.170641, -119.189342, -119.25876, -119.283637, -119.478806, -119.64735, -119.712645, -119.752093, -119.843933, -119.880787, -120.0045044, -120.0053156, 
39.3164525, 39.4450437, 39.72242, 39.956505, 40.499901, 40.873101, 41.183974, 41.618765, 41.994944, 41.997199, 41.9942056, 41.590584, 41.414519, 41.414695, 41.234542, 41.235118, 40.960394, 40.960378, 40.518314, 40.517805, 39.998609, 39.999385, 39.899449, 39.899459, 39.809967, 39.788288, 39.680453, 39.65087, 39.649213, 39.621561, 39.337416, 39.266568, 39.250871, 39.244385, 39.200776, 39.165509, 39.1655987, 39.3164525)))"
"Abilene, TX",10180,"list(list(c(-100.146543, -100.144224, -99.612001, -99.612026, -99.114293, -99.118665, -99.195871, -99.500348, -100.151911, -100.146543, 32.522793, 32.959978, 32.956962, 32.514654, 32.514811, 32.079585, 32.079235, 32.079874, 32.082638, 32.522793)))"
"Rochelle, IL",40300,"list(list(c(-89.688486, -89.396192, -89.173, -89.172799, -88.939732, -88.941279, -89.360682, -89.472552, -89.481335, -89.62933, -89.628907, -89.685366, -89.688486, 42.199112, 42.201916, 42.204241, 42.150297, 42.15232, 41.891752, 41.88807, 41.911939, 41.902241, 41.901617, 41.930044, 41.93034, 42.199112)))"
"Elk City, OK",21120,"list(list(c(-99.364141, -99.364217, -99.364289, -99.360226, -99.782727, -99.782949, -100.0003836, -100.0003888, -99.57582, -99.575598, -99.364141, 35.508793, 35.465328, 35.204466, 35.116738, 35.11678, 35.030111, 35.030385, 35.422364, 35.421655, 35.508861, 35.508793)))"
"Cheyenne, WY",16940,"list(list(c(-105.278236, -104.653338, -104.652992, -104.05254, -104.0522876, -104.053249, -104.675999, -104.943371, -105.27686, -105.280636, -105.27745, -105.278236, 41.656655, 41.653007, 41.565014, 41.564274, 41.393214, 41.001406, 41.000957, 40.9980837, 40.9981732, 41.331, 41.398902, 41.656655)))"
"Tahlequah, OK",45140,"list(list(c(-95.207946, -95.118377, -95.1185, -94.797279, -94.797201, -94.807333, -94.807297, -95.127464, -95.127163, -95.265679, -95.231459, -95.277491, -95.278701, -95.225466, -95.207946, 36.074708, 36.074544, 36.16163, 36.16139, 35.900917, 35.900926, 35.638604, 35.638894, 35.812755, 35.813266, 35.851195, 35.898488, 35.964102, 36.0092, 36.074708)))"
"Marshalltown, IA",32260,"list(list(c(-93.231722, -93.001674, -92.767463, -92.765999, -93.231858, -93.231722, 42.208886, 42.209267, 42.21014, 41.862373, 41.862711, 42.208886)))"
"Concord, NH",18180,"list(list(c(-71.727573, -71.677293, -71.638046, -71.619979, -71.549423, -71.236011, -71.246967, -71.392235, -71.392388, -71.449962, -71.517467, -71.641291, -71.667771, -71.8561, -71.913215, -72.009074, -72.065442, -72.090146, -72.051586, -72.053752, -72.011363, -71.928368, -71.849203, -71.818059, -71.727573, 43.563411, 43.500491, 43.491756, 43.443867, 43.452389, 43.284994, 43.276189, 43.039285, 43.009309, 43.020069, 43.068909, 43.054168, 43.152534, 43.115135, 43.207099, 43.187882, 43.25508, 43.322553, 
43.376118, 43.441097, 43.436871, 43.536777, 43.6112, 43.548381, 43.563411)))"
"Gillette, WY",23940,"list(list(c(-106.0248152, -105.913149, -105.076601, -105.076861, -105.085451, -105.082698, -105.08405, -105.079281, -105.081407, -105.080558, -105.125531, -105.685006, -106.017366, -106.017598, -106.009201, -106.011377, -106.016504, -106.014477, -106.009676, -106.014275, -106.023103, -106.0248152, 44.9934723, 45.000238, 45.0001123, 44.786193, 44.786801, 44.527607, 44.243015, 44.176182, 43.826928, 43.5024, 43.497873, 43.495823, 43.494969, 43.821489, 43.821579, 44.169735, 44.169729, 44.52098, 44.563981, 
44.857784, 44.86882, 44.9934723)))"
"Clovis, NM",17580,"list(list(c(-103.738166, -103.706088, -103.705788, -103.495653, -103.495646, -103.390274, -103.389798, -103.284317, -103.284149, -103.0425524, -103.042769, -103.0439363, -103.740066, -103.738166, 34.60467, 34.60501, 34.692446, 34.691393, 34.778575, 34.778122, 34.865429, 34.86499, 34.954172, 34.9541421, 34.747361, 34.302648, 34.303056, 34.60467)))"
"Grand Island, NE",24260,"list(list(c(-97.703765, -97.598461, -97.598253, -97.658554, -97.765999, -97.82827, -97.825723, -98.278103, -98.72143, -98.721975, -98.748526, -98.74433, -98.273892, -98.275408, -98.101546, -98.053137, -97.897943, -97.898268, -97.705497, -97.703765, 41.394876, 41.395068, 41.333119, 41.304862, 41.23489, 41.17549, 40.698555, 40.698291, 40.698903, 41.046674, 41.04664, 41.394178, 41.393855, 41.264341, 41.264041, 41.293123, 41.29363, 41.308224, 41.309134, 41.394876)))"
"Watertown, SD",47980,"list(list(c(-97.494419, -97.494254, -96.883948, -96.88457, -97.491346, -97.494419, 44.96367, 45.151631, 45.150224, 44.804436, 44.804035, 44.96367)))"
"Oskaloosa, IA",36820,"list(list(c(-92.871421, -92.756508, -92.411995, -92.410233, -92.640361, -92.869771, -92.871421, 41.508522, 41.508794, 41.509548, 41.161942, 41.161298, 41.161066, 41.508522)))"
"Lawrence, KS",29940,"list(list(c(-95.187103, -95.186189, -95.056258, -95.056412, -95.500738, -95.50149, -95.43614, -95.358347, -95.187103, 39.044109, 38.964542, 38.98212, 38.738587, 38.738808, 39.043669, 39.069781, 39.035264, 39.044109)))"
"Johnstown, PA",27780,"list(list(c(-78.974649, -78.913761, -78.801697, -78.35043, -78.485958, -78.53984, -78.564085, -78.620383, -78.658409, -78.848041, -78.891128, -78.928215, -79.055983, -78.974649, 40.395972, 40.499259, 40.724539, 40.724827, 40.540847, 40.506154, 40.370609, 40.327025, 40.242933, 40.244901, 40.250206, 40.284782, 40.285089, 40.395972)))"
"Ashland, OH",11740,"list(list(c(-82.336496, -82.171492, -82.173359, -82.129334, -82.12501, -82.126199, -82.220665, -82.22011, -82.336962, -82.339211, -82.378397, -82.378953, -82.416847, -82.4179, -82.432852, -82.436916, -82.336496, 41.065761, 41.063537, 40.992082, 40.991807, 40.886263, 40.668229, 40.66758, 40.568206, 40.555001, 40.726683, 40.727145, 40.787227, 40.814567, 40.992938, 40.992944, 41.065379, 41.065761)))"
"Beatrice, NE",13100,"list(list(c(-96.912637, -96.463632, -96.463713, -96.916407, -96.916055, -96.912637, 40.523625, 40.523013, 40.0009683, 40.0015059, 40.349727, 40.523625)))"
"New Philadelphia-Dover, OH",35420,"list(list(c(-81.709132, -81.669654, -81.662002, -81.649199, -81.48732, -81.317739, -81.321659, -81.264744, -81.269951, -81.275319, -81.334601, -81.338057, -81.622683, -81.61603, -81.712288, -81.709132, 40.444775, 40.443866, 40.627788, 40.635106, 40.652564, 40.651579, 40.566648, 40.565042, 40.433486, 40.303434, 40.304316, 40.214253, 40.221308, 40.368118, 40.370804, 40.444775)))"
"Dodge City, KS",19980,"list(list(c(-100.227322, -100.22709, -99.569879, -99.560272, -99.556119, -99.738219, -100.216229, -100.214637, -100.227322, 37.8559, 37.914018, 37.913016, 37.825587, 37.467722, 37.467286, 37.47519, 37.826808, 37.8559)))"
"Iowa City, IA",26980,"list(list(c(-91.831379, -91.366221, -91.366448, -91.368521, -91.483995, -91.485717, -91.716042, -91.945571, -91.946043, -91.829231, -91.834185, -91.831379, 41.861851, 41.860069, 41.598373, 41.423178, 41.423848, 41.162405, 41.162808, 41.163578, 41.510749, 41.511457, 41.686702, 41.861851)))"
"Starkville, MS",44260,"list(list(c(-89.018613, -88.671526, -88.67125, -88.669076, -89.088255, -89.088263, -89.018613, 33.562114, 33.565135, 33.506168, 33.286922, 33.286003, 33.562039, 33.562114)))"
"Weatherford, OK",48220,"list(list(c(-99.364217, -99.364141, -99.377052, -99.375817, -98.631985, -98.63207, -98.623336, -99.364217, 35.465328, 35.508793, 35.551741, 35.812188, 35.812402, 35.551617, 35.464225, 35.465328)))"
"Marion, OH",32020,"list(list(c(-83.11136, -82.858302, -82.859753, -82.957817, -82.958401, -83.016785, -83.020798, -83.248595, -83.248183, -83.418378, -83.419831, -83.304725, -83.304687, -83.11136, 40.702915, 40.705019, 40.646395, 40.645148, 40.490664, 40.484511, 40.433795, 40.443989, 40.507034, 40.505232, 40.687278, 40.687124, 40.702006, 40.702915)))"
"Ada, OK",10220,"list(list(c(-96.932471, -96.930586, -96.8854, -96.821488, -96.775681, -96.722891, -96.68647, -96.710934, -96.667692, -96.64599, -96.577089, -96.528587, -96.460367, -96.406178, -96.406357, -96.512171, -96.512099, -96.827288, -96.82729, -96.932423, -96.932471, 34.854455, 34.964364, 34.926251, 34.946112, 34.899958, 34.856782, 34.883185, 34.911715, 34.929583, 34.901384, 34.916584, 34.869586, 34.916499, 34.908369, 34.680023, 34.680065, 34.505562, 34.505989, 34.59322, 34.593261, 34.854455)))"
"Russellville, AR",40780,"list(list(c(-93.164452, -92.951315, -92.809763, -92.813417, -92.849378, -92.855, -92.924596, -92.981028, -93.034877, -93.040525, -93.160177, -93.181478, -93.305684, -93.288284, -93.287785, -93.394456, -93.394289, -93.710297, -93.70439, -93.706692, -93.662979, -93.529838, -93.483832, -93.457022, -93.279959, -93.278293, -93.299014, -93.29591, -93.223633, -93.22117, -93.1678, -93.164452, 35.728831, 35.724663, 35.722401, 35.549, 35.549204, 35.172777, 35.168086, 35.117042, 35.111614, 35.076923, 34.97599, 
34.97639, 34.875592, 34.860992, 34.773193, 34.772355, 34.743393, 34.745296, 35.0465, 35.134943, 35.148225, 35.145441, 35.201786, 35.215782, 35.212552, 35.317402, 35.327425, 35.469915, 35.468593, 35.598938, 35.597695, 35.728831)))"
"Rolla, MO",40620,"list(list(c(-92.021165, -91.966333, -91.895132, -91.632431, -91.630554, -91.525025, -91.528797, -91.806219, -91.809105, -92.029258, -92.021165, 38.010639, 38.009683, 38.051199, 38.050951, 38.153519, 38.152433, 37.788989, 37.791286, 37.598863, 37.602542, 38.010639)))"
"Wausau, WI",48140,"list(list(c(-90.043685, -89.425971, -89.224214, -89.223814, -89.223745, -89.489905, -89.844931, -90.316253, -90.315038, -90.197516, -90.197765, -90.043685, 45.120214, 45.119098, 45.118567, 45.029246, 44.681365, 44.685847, 44.684945, 44.685154, 45.033829, 45.03364, 45.120604, 45.120214)))"
"Cadillac, MI",15620,"list(list(c(-85.817802, -85.092947, -84.850929, -84.855795, -84.851705, -85.112629, -85.821186, -85.817802, 44.512969, 44.510461, 44.511069, 44.421984, 44.161375, 44.164505, 44.164197, 44.512969)))"
"Fernley, NV",22280,"list(list(c(-119.189342, -119.162799, -119.077988, -119.089147, -119.090106, -119.117635, -119.118193, -119.062261, -118.890479, -118.8679, -118.754014, -118.753835, -118.929737, -119.014837, -119.014528, -118.902124, -118.907023, -118.906861, -119.1569828, -119.3284112, -119.329262, -119.347812, -119.349884, -119.406279, -119.403908, -119.421778, -119.420837, -119.401648, -119.310702, -119.311714, -119.55102, -119.572158, -119.562596, -119.648497, -119.68216, -119.712645, -119.64735, -119.478806, 
-119.283637, -119.25876, -119.189342, 39.65087, 39.654612, 39.722441, 39.636777, 39.518741, 39.518742, 39.388516, 39.359293, 39.227753, 39.197807, 39.112023, 39.07463, 39.073698, 38.943323, 38.8513, 38.852158, 38.76508, 38.414677, 38.4147392, 38.5347734, 38.648471, 38.64852, 38.729193, 38.733362, 38.809111, 38.82331, 38.954715, 38.983323, 38.990719, 39.083615, 39.085791, 39.146529, 39.195438, 39.195271, 39.209299, 39.250871, 39.266568, 39.337416, 39.621561, 39.649213, 39.65087)))"
"Wahpeton, ND-MN",47420,"list(list(c(-97.279948, -97.004651, -96.280977, -96.28, -96.264647, -96.265366, -96.26614, -96.5765694, -96.563672, -97.2282906, -97.228569, -97.259553, -97.259502, -97.280568, -97.279948, 46.629348, 46.629835, 46.630765, 46.28222, 46.282196, 46.10861, 46.02161, 46.0218457, 45.935239, 45.9351411, 45.99246, 45.996775, 46.282453, 46.282321, 46.629348)))"
"Cortland, NY",18660,"list(list(c(-76.274673, -75.896079, -75.889832, -75.86402, -76.253359, -76.265584, -76.274673, 42.771257, 42.790964, 42.723844, 42.415702, 42.407568, 42.623588, 42.771257)))"
"Elmira, NY",21300,"list(list(c(-76.965028, -76.964761, -76.733912, -76.732677, -76.648114, -76.619303, -76.538349, -76.536507, -76.560387, -76.541489, -76.5576241, -76.927084, -76.965728, -76.965028, 42.278495, 42.28744, 42.29372, 42.248052, 42.238094, 42.282853, 42.281755, 42.155403, 42.155889, 42.051728, 42.0001489, 42.001674, 42.0012735, 42.278495)))"
"Hobbs, NM",26020,"list(list(c(-103.814507, -103.766417, -103.766361, -103.721404, -103.720809, -103.510129, -103.0526105, -103.064625, -103.064696, -103.064344, -103.064423, -103.722882, -103.722938, -103.814216, -103.814507, 32.965114, 32.965264, 33.395297, 33.395673, 33.569537, 33.570117, 33.5705748, 32.999899, 32.522193, 32.087051, 32.000518, 32.0002084, 32.522344, 32.522368, 32.965114)))"
"Wisconsin Rapids-Marshfield, WI",49220,"list(list(c(-90.316253, -89.844931, -89.844546, -89.726725, -89.724746, -90.318032, -90.316253, 44.685154, 44.684945, 44.511503, 44.511192, 44.247678, 44.248708, 44.685154)))"
