name,geoid,geometry
"Erie, PA",21500,"list(list(c(-79.761951, -79.761374, -79.6108389, -79.612072, -80.146486, -80.5192936, -80.519425, -80.329976, -80.188085, -80.135596, -80.088512, -80.06108, -79.931324, -79.761951, 42.26986, 41.999067, 41.9989893, 41.850056, 41.849261, 41.849563, 41.977523, 42.036168, 42.094257, 42.149347, 42.173184, 42.144857, 42.206737, 42.26986)))"
"Payson, AZ",37740,"list(list(c(-111.554681, -111.521391, -111.508494, -111.424729, -111.371673, -111.311044, -111.254055, -111.20662, -111.14013, -111.087504, -111.011341, -110.969084, -110.896921, -110.848059, -110.787161, -110.750678, -110.750672, -110.00066, -110.000649, -110.000646, -110.169691, -110.219647, -110.272256, -110.341191, -110.362977, -110.413069, -110.441544, -110.455083, -110.408594, -110.449021, -110.504733, -110.593459, -110.634412, -110.683286, -110.725701, -110.729344, -110.783213, -110.946684, 
-110.974599, -111.15309, -111.209444, -111.257514, -111.315219, -111.336637, -111.386812, -111.372317, -111.412235, -111.405069, -111.44716, -111.433096, -111.494778, -111.471817, -111.484333, -111.712118, -111.704828, -111.663748, -111.659644, -111.554599, -111.554681, 34.471733, 34.477818, 34.422187, 34.394645, 34.439631, 34.42795, 34.452264, 34.409863, 34.384919, 34.394996, 34.359968, 34.324296, 34.302447, 34.267205, 34.305193, 34.263314, 34.000048, 34.000046, 33.57693, 33.465916, 33.465389, 33.436048, 
33.442076, 33.426929, 33.398221, 33.401549, 33.38167, 33.282153, 33.192036, 33.194526, 33.186248, 33.133926, 33.142366, 33.088118, 33.069392, 33.027305, 32.984787, 33.250053, 33.341754, 33.677112, 33.633499, 33.620977, 33.681546, 33.720007, 33.750044, 33.823924, 33.884603, 33.919217, 33.934755, 33.984401, 33.999817, 34.042431, 34.151046, 34.151271, 34.212204, 34.317682, 34.386251, 34.439384, 34.471733)))"
"Laurinburg, NC",29900,"list(list(c(-79.458751, -79.398496, -79.352886, -79.347868, -79.357624, -79.331693, -79.4615629, -79.675299, -79.6929464, -79.622929, -79.626557, -79.561856, -79.585618, -79.573423, -79.458751, 35.043639, 34.995225, 34.939715, 34.838553, 34.820306, 34.773008, 34.630298, 34.804744, 34.8049734, 34.826817, 34.852284, 34.91035, 34.954745, 34.99221, 35.043639)))"
"Valdosta, GA",46660,"list(list(c(-83.736158, -83.573959, -83.574857, -83.542036, -83.475617, -83.197971, -83.167212, -83.165072, -83.038246, -83.046885, -82.971247, -82.971336, -82.846405, -82.829765, -82.766593, -82.603907, -82.57912, -82.5840019, -82.6895389, -83.13137, -83.61172, -83.743729, -83.736158, 31.037679, 31.033875, 31.078135, 31.051115, 31.031964, 31.025405, 31.062374, 31.147198, 31.146705, 31.18368, 31.183988, 30.869392, 30.834949, 30.780952, 30.732349, 30.713575, 30.692212, 30.5917958, 30.5977337, 30.623583, 
30.651258, 30.6583964, 31.037679)))"
"Fresno, CA",23420,"list(list(c(-120.541696, -120.483795, -120.450341, -120.456246, -120.369052, -120.289706, -120.18883, -120.168689, -120.079458, -120.028143, -119.989929, -119.834785, -119.784961, -119.772737, -119.737256, -119.7405, -119.690779, -119.619217, -119.604908, -119.568416, -119.559412, -119.493101, -119.408655, -119.386521, -119.330573, -119.335266, -119.312186, -119.022363, -118.964061, -118.917158, -118.850474, -118.795839, -118.759581, -118.790031, -118.786736, -118.740026, -118.716016, -118.665167, 
-118.684611, -118.672282, -118.654593, -118.592661, -118.56841, -118.503103, -118.422595, -118.409133, -118.360831, -118.361522, -118.389758, -118.360586, -118.555031, -118.982441, -118.984779, -119.304625, -119.305102, -119.466322, -119.573194, -119.66629, -119.681318, -119.753871, -119.959227, -119.959079, -120.315068, -120.360402, -120.433053, -120.478698, -120.592011, -120.592311, -120.648784, -120.667985, -120.62691, -120.68177, -120.678582, -120.663131, -120.596562, -120.603706, -120.918731, 
-120.65595, -120.590566, -120.595406, -120.541696, 37.044505, 36.970985, 36.911172, 36.862863, 36.784805, 36.769611, 36.776408, 36.803461, 36.825345, 36.814485, 36.838233, 36.852525, 36.884717, 36.918599, 36.94402, 36.970212, 37.011987, 37.028955, 37.071016, 37.063569, 37.143619, 37.124949, 37.161218, 37.14953, 37.205791, 37.311761, 37.352725, 37.585737, 37.558137, 37.550336, 37.475796, 37.488372, 37.435573, 37.394032, 37.34338, 37.315237, 37.328208, 37.261009, 37.242819, 37.168487, 37.141826, 37.138147, 
37.115295, 37.095221, 37.02436, 36.980535, 36.887734, 36.845269, 36.834466, 36.744773, 36.739138, 36.741646, 36.657147, 36.660606, 36.573725, 36.575238, 36.488835, 36.41896, 36.429648, 36.402014, 36.400975, 36.182286, 35.907186, 35.964418, 35.968933, 36.010183, 36.071326, 36.091831, 36.10799, 36.160574, 36.203227, 36.251382, 36.267319, 36.314385, 36.328488, 36.488242, 36.740381, 36.952832, 36.952641, 37.001504, 37.044505)))"
"Gulfport-Biloxi-Pascagoula, MS",25060,"list(list(c(-89.341446, -89.240136, -89.240073, -88.884533, -88.884534, -88.4124506, -88.395023, -88.436618, -88.45381, -88.504802, -88.522494, -88.66382, -88.700587, -88.746945, -88.810227, -88.998902, -89.083237, -89.271833, -89.268734, -89.315067, -89.329946, -89.419348, -89.4479034, -89.524504, -89.570154, -89.617056, -89.647399, -89.629727, -89.657191, -89.683686, -89.6897795, -89.646961, -89.647072, -89.54451, -89.544232, -89.341446, 30.64772, 30.647646, 30.67716, 30.677292, 30.735591, 30.7355976, 
30.369425, 30.357817, 30.329626, 30.321472, 30.340092, 30.362099, 30.343689, 30.347622, 30.394698, 30.387373, 30.368097, 30.305491, 30.340588, 30.375408, 30.302896, 30.25432, 30.1856446, 30.180753, 30.180297, 30.227495, 30.291294, 30.339287, 30.356515, 30.405873, 30.459278, 30.458892, 30.502738, 30.516862, 30.648368, 30.64772)))"
"Billings, MT",13740,"list(list(c(-109.798673, -109.687792, -109.687857, -109.608504, -109.561924, -109.479697, -109.438524, -109.418352, -109.356417, -109.191761, -109.191551, -109.128225, -109.128412, -109.068498, -108.977944, -108.933844, -108.843016, -108.843145, -108.904726, -108.901655, -108.922324, -108.924589, -109.416227, -109.417158, -109.605153, -109.60419, -109.65384, -109.653871, -109.402906, -109.403544, -109.388548, -109.389208, -109.00957, -109.009982, -108.988995, -108.904904, -108.905259, -108.860801, 
-108.862277, -108.83161, -108.779272, -108.779733, -108.404795, -108.404856, -108.320812, -108.029363, -108.02933, -107.949322, -107.928547, -107.782087, -107.781214, -107.717512, -107.6961, -107.654159, -107.654153, -107.612411, -107.612395, -107.570495, -107.570468, -107.528646, -107.507925, -107.466131, -107.474487, -107.517629, -107.674454, -107.674468, -107.798753, -107.881873, -107.881846, -108.047352, -108.047559, -108.069572, -108.069752, -108.193205, -108.193191, -108.316245, -108.316374, 
-108.645325, -108.682223, -108.69962, -108.699616, -108.098054, -108.13645, -108.18913, -108.220202, -108.271397, -108.514987, -109.082849, -109.103228, -109.7984858, -109.798673, 45.167339, 45.167339, 45.26144, 45.261445, 45.362843, 45.420834, 45.420771, 45.449762, 45.464326, 45.464504, 45.523095, 45.523025, 45.586737, 45.583241, 45.616399, 45.602855, 45.611042, 45.639458, 45.682821, 45.959416, 45.959444, 46.13237, 46.132371, 46.044759, 46.044994, 46.132484, 46.132465, 46.219404, 46.219706, 46.490657, 
46.490638, 46.751351, 46.750702, 46.621172, 46.577851, 46.576908, 46.489805, 46.451665, 46.364586, 46.320999, 46.277398, 46.132457, 46.132952, 46.23596, 46.263997, 46.264055, 46.307841, 46.36606, 46.395284, 46.395182, 46.496014, 46.467508, 46.409482, 46.394888, 46.365951, 46.351557, 46.308113, 46.293652, 46.264705, 46.250245, 46.192283, 46.177774, 46.102996, 46.050042, 46.04361, 45.985759, 45.98568, 45.928149, 45.899233, 45.899316, 45.783476, 45.783507, 45.518535, 45.518538, 45.489526, 45.489503, 
45.460509, 45.464073, 45.433132, 45.348946, 45.217709, 45.220517, 45.204635, 45.099679, 45.078342, 45.000228, 44.999682, 44.999551, 45.005815, 45.0022543, 45.167339)))"
"Vineland-Bridgeton, NJ",47220,"list(list(c(-74.985271, -74.855979, -74.861294, -74.882148, -74.896384, -74.925756, -74.914776, -75.026179, -75.021328, -75.167352, -75.170444, -75.241639, -75.251699, -75.315201, -75.333743, -75.382665, -75.4072939, -75.412724, -75.4168418, -75.407678, -75.368107, -75.238434, -75.083823, -75.074457, -75.061854, -74.985271, 39.514967, 39.424041, 39.323815, 39.308378, 39.235054, 39.218813, 39.177624, 39.193621, 39.218745, 39.203299, 39.234643, 39.274097, 39.300341, 39.310593, 39.345335, 39.354484, 
39.3819544, 39.3843704, 39.3873779, 39.458781, 39.456802, 39.559039, 39.457354, 39.544564, 39.568746, 39.514967)))"
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",34820,"list(list(c(-79.0712551, -78.6503364, -78.626528, -78.640615, -78.5908, -78.555043, -78.545218, -78.495951, -78.427502, -78.369134, -78.374295, -78.254622, -78.16235, -78.120727, -78.073648, -78.014257, -77.95661, -77.953502, -77.936921, -77.933953, -77.948479, -77.937241, -77.96898, -78.018689, -78.109749, -78.239522, -78.380229, -78.67226, -78.812931, -78.938076, -79.0015782, -79.101074, -79.152184, -79.190264, -79.1959, -79.248094, -79.264073, -79.263598, -79.312347, -79.338618, -79.328466, -79.247758, 
-79.249767, -79.205771, -79.191673, -79.135079, -79.108542, -79.0712551, 34.2993124, 33.9443152, 33.980026, 34.01028, 34.027155, 34.067071, 34.145747, 34.167628, 34.139817, 34.188178, 34.204893, 34.216305, 34.357007, 34.368002, 34.337771, 34.323032, 34.234432, 34.153547, 34.122845, 34.017108, 33.971274, 33.9292408, 33.845888, 33.888289, 33.909258, 33.915767, 33.90334, 33.817587, 33.743472, 33.639826, 33.5726749, 33.572969, 33.677371, 33.705787, 33.727886, 33.784415, 33.842526, 33.892466, 33.91823, 
33.96862, 34.000163, 34.057081, 34.090702, 34.132973, 34.176412, 34.217781, 34.273126, 34.2993124)))"
"Houma-Thibodaux, LA",26380,"list(list(c(-91.240409, -91.2565166, -91.2577872, -91.273662, -91.260661, -91.183695, -91.163698, -91.082602, -90.981696, -90.924866, -90.885589, -90.785163, -90.680444, -90.535416, -90.479904, -90.475784, -90.429887, -90.371978, -90.346191, -90.195198, -90.15538, -90.151725, -90.186172, -90.137504, -90.048637, -90.020622, -90.0307847, -90.0351259, -90.0303931, -90.032428, -90.07533, -90.10807, -90.0635232, -90.0887807, -90.222869, -90.253887, -90.259234, -90.305344, -90.392929, -90.434404, -90.479088, 
-90.53221, -90.587945, -90.611832, -90.6462698, -90.675887, -90.694307, -90.723185, -90.851528, -90.899187, -90.959677, -91.010778, -91.038349, -91.064731, -91.129855, -91.215182, -91.288324, -91.3340603, -91.291821, -91.265452, -91.240376, -91.164081, -91.129261, -91.118922, -91.133064, -91.19284, -91.240409, 29.440289, 29.444402, 29.4443439, 29.479433, 29.54451, 29.608005, 29.59272, 29.626368, 29.744706, 29.829372, 29.905353, 29.907495, 29.89247, 29.891061, 29.847377, 29.812915, 29.776387, 29.759239, 
29.693302, 29.690505, 29.657428, 29.587871, 29.563341, 29.477163, 29.455245, 29.428461, 29.3750007, 29.3574478, 29.3449123, 29.281607, 29.296014, 29.265021, 29.2083936, 29.1669441, 29.087069, 29.143652, 29.199583, 29.268442, 29.296636, 29.348546, 29.292179, 29.303165, 29.271344, 29.214831, 29.1720485, 29.17406, 29.125071, 29.135971, 29.074295, 29.142822, 29.186303, 29.175824, 29.210371, 29.184124, 29.220743, 29.226966, 29.255743, 29.3014946, 29.311357, 29.360976, 29.355901, 29.2588, 29.247913, 29.30617, 
29.341088, 29.371126, 29.440289)))"
"Hagerstown-Martinsburg, MD-WV",25180,"list(list(c(-78.3428342, -78.0991401, -77.469145, -77.530357, -77.570182, -77.597704, -77.623008, -77.616156, -77.677164, -77.755789, -77.75309, -77.78611, -77.795631, -77.825171, -77.847481, -77.943241, -78.018113, -78.0331866, -78.228766, -78.20023, -78.172426, -78.138937, -78.095518, -78.023896, -78.077525, -78.171361, -78.254077, -78.266833, -78.3338803, -78.317449, -78.3428342, 39.7225388, 39.7223221, 39.720018, 39.63169, 39.619998, 39.540781, 39.499898, 39.468371, 39.324534, 39.333899, 39.423262, 
39.447197, 39.489623, 39.493105, 39.448236, 39.380925, 39.293537, 39.2646218, 39.391233, 39.441584, 39.524496, 39.593796, 39.582204, 39.621697, 39.66888, 39.695612, 39.640089, 39.618818, 39.6364859, 39.699177, 39.7225388)))"
"Decatur, AL",19460,"list(list(c(-87.529667, -87.507123, -87.48371, -87.44955, -87.45095, -87.43306, -87.42651, -87.344224, -87.297905, -87.260676, -87.229721, -87.138858, -87.085502, -87.035323, -86.907573, -86.838554, -86.753138, -86.720475, -86.681486, -86.646393, -86.614169, -86.577047, -86.550166, -86.58132, -86.581936, -87.092741, -87.109911, -87.255402, -87.529722, -87.529667, 34.567081, 34.585925, 34.647973, 34.648897, 34.696299, 34.717485, 34.800022, 34.796493, 34.750812, 34.758626, 34.764031, 34.724101, 34.669525, 
34.652042, 34.57995, 34.556632, 34.555672, 34.583567, 34.582963, 34.548921, 34.577227, 34.580603, 34.545963, 34.371094, 34.304694, 34.31232, 34.299299, 34.299191, 34.304598, 34.567081)))"
"Vernal, UT",46860,"list(list(c(-109.976814, -109.976617, -109.976402, -109.870207, -109.764678, -109.700556, -109.529268, -109.51169, -109.436771, -109.394465, -109.394491, -109.20325, -109.202356, -109.163425, -109.161063, -109.123479, -109.048373, -109.0509687, -109.0510403, -109.0513629, -109.106972, -109.953349, -110.023963, -110.014593, -110.037952, -110.018727, -110.009331, -109.984302, -109.986831, -109.929301, -109.91922, -109.976814, 39.80623, 40.189439, 40.809686, 40.763829, 40.782533, 40.803445, 40.827601, 
40.750867, 40.757458, 40.791032, 40.858166, 40.858401, 40.785814, 40.785955, 40.683817, 40.662385, 40.6626089, 40.222647, 39.6604706, 39.4977033, 39.461979, 39.461801, 39.469268, 39.491607, 39.566667, 39.585398, 39.647254, 39.664128, 39.741003, 39.749964, 39.786194, 39.80623)))"
"Modesto, CA",33700,"list(list(c(-121.472648, -121.471925, -121.202245, -121.102591, -121.026478, -120.995696, -120.95416, -120.922121, -120.926449, -120.653274, -120.387613, -120.38767, -120.983756, -120.964685, -121.226804, -121.23711, -121.328409, -121.354561, -121.404636, -121.422219, -121.45575, -121.443551, -121.40748, -121.42365, -121.412549, -121.472606, -121.472648, 37.48217, 37.481783, 37.695957, 37.741285, 37.741769, 37.760178, 37.738445, 37.748599, 38.077421, 37.831858, 37.633704, 37.633364, 37.39964, 37.345385, 
37.134774, 37.157204, 37.16595, 37.183893, 37.155989, 37.221934, 37.24944, 37.296638, 37.313114, 37.358837, 37.389435, 37.423345, 37.48217)))"
"Hartford-West Hartford-East Hartford, CT",25540,"list(list(c(-73.0087643, -72.813541, -72.816741, -72.766739, -72.751738, -72.695927, -72.135715, -72.1021688, -72.099229, -72.21698, -72.217719, -72.164498, -72.156719, -72.239559, -72.278669, -72.334226, -72.34354, -72.46673, -72.430767, -72.323394, -72.305531, -72.427612, -72.384833, -72.3490379, -72.348101, -72.451925, -72.5377762, -72.591804, -72.614407, -72.612328, -72.653672, -72.73912, -72.752181, -72.94635, -72.938501, -72.98325, -73.016936, -72.949024, -72.953647, -72.915346, -72.88706, 
-73.029537, -73.0087643, 42.0388603, 42.036494, 41.997595, 42.002995, 42.030195, 42.036788, 42.0302453, 42.0288995, 41.958948, 41.958161, 41.835184, 41.834913, 41.753719, 41.714191, 41.671975, 41.643598, 41.59925, 41.583899, 41.524567, 41.53425, 41.436282, 41.423289, 41.38519, 41.3115555, 41.270141, 41.278885, 41.2556464, 41.322778, 41.329966, 41.386179, 41.438125, 41.438294, 41.578894, 41.556797, 41.644311, 41.639598, 41.798183, 41.806431, 41.853885, 41.896797, 41.973121, 41.966606, 42.0388603)))"
"Winston-Salem, NC",49180,"list(list(c(-80.873205, -80.808357, -80.684583, -80.65329, -80.616181, -80.550065, -80.531801, -80.466728, -80.452322, -80.4401, -80.295243, -80.0534585, -80.027339, -80.04326, -80.066842, -80.182559, -80.209509, -80.330602, -80.332379, -80.373118, -80.4554, -80.471338, -80.508634, -80.631734, -80.707826, -80.693197, -80.881591, -80.873205, 36.236305, 36.254341, 36.268751, 36.252635, 36.280361, 36.285074, 36.258016, 36.25982, 36.241419, 36.55063, 36.543973, 36.5425367, 36.5424951, 36.010989, 35.505661, 
35.504151, 35.581951, 35.678799, 35.718873, 35.716636, 35.736123, 35.767683, 35.774707, 35.845722, 35.852929, 36.05126, 36.055718, 36.236305)))"
"Traverse City, MI",45900,"list(list(c(-84.850929, -85.092947, -85.817802, -86.2334971, -86.22545, -86.259029, -86.232482, -86.121125, -86.073506, -86.066745, -85.980219, -85.9316, -85.869852, -85.807403, -85.780439, -85.746444, -85.681096, -85.656024, -85.620822, -85.531461, -85.614319, -85.58253, -85.604301, -85.602034, -85.648932, -85.640781, -85.593571, -85.581717, -85.532931, -85.520034, -85.475204, -85.502182, -85.560231, -85.576566, -85.527192, -85.499591, -85.4422524, -85.381983, -85.37506, -85.291716, -84.847309, 
-84.850929, 44.511069, 44.510461, 44.512969, 44.5182952, 44.59459, 44.663654, 44.70605, 44.727972, 44.769803, 44.905685, 44.906136, 44.968788, 44.939031, 44.949814, 44.977932, 45.051229, 45.092693, 45.145788, 45.182851, 45.177247, 45.127562, 45.067652, 44.990983, 44.926743, 44.87401, 44.775561, 44.768783, 44.807784, 44.87319, 44.973996, 44.991053, 44.855802, 44.810072, 44.760208, 44.7475, 44.803838, 44.8598141, 44.859568, 44.829325, 44.859608, 44.858037, 44.511069)), list(c(-86.064483, -86.04443, 
-85.976803, -85.984095, -86.013073, -86.058653, -86.064483, 45.139601, 45.159582, 45.138363, 45.087073, 45.063774, 45.100776, 45.139601)))"
"Riverton, WY",40180,"list(list(c(-110.053179, -109.993871, -109.958858, -109.8819, -109.825737, -109.856481, -109.7899, -109.731757, -109.665893, -109.672482, -109.641808, -109.566943, -109.442361, -109.38017, -109.366758, -109.321608, -109.234904, -109.171448, -109.171638, -108.934141, -108.933831, -108.814276, -108.814276, -108.694672, -108.695072, -108.576167, -108.576167, -108.456962, -108.456973, -108.33777, -108.337861, -108.156379, -108.156285, -107.595137, -107.595105, -107.534897, -107.517031, -107.516728, -107.502327, 
-107.501425, -107.543526, -107.542025, -107.522923, -107.522722, -108.125032, -108.698578, -109.043864, -109.043801, -109.069477, -109.072851, -109.134466, -109.149117, -109.217449, -109.282858, -109.31536, -109.346779, -109.399466, -109.502407, -109.552579, -109.551826, -109.651451, -109.692716, -109.672372, -109.694942, -109.754462, -109.754717, -110.05157, -110.053179, 44.008022, 43.949557, 43.964571, 43.949076, 43.855333, 43.828369, 43.803252, 43.833181, 43.845726, 43.868096, 43.922785, 43.95482, 
43.930434, 43.882799, 43.843009, 43.834034, 43.76389, 43.699198, 43.619764, 43.619163, 43.604719, 43.605255, 43.575555, 43.575755, 43.532255, 43.532556, 43.503256, 43.503156, 43.474279, 43.474061, 43.459765, 43.459612, 43.470628, 43.472279, 43.501397, 43.501362, 43.472659, 43.12796, 43.12806, 42.781458, 42.781358, 42.434356, 42.434356, 42.261756, 42.262516, 42.263141, 42.263684, 42.433644, 42.433477, 42.693514, 42.694289, 42.743235, 42.760048, 42.847179, 42.856131, 42.920164, 42.940061, 43.010511, 
43.012538, 43.067903, 43.167036, 43.26503, 43.310015, 43.366152, 43.365905, 43.4632, 43.464783, 44.008022)))"
